wigos_identifier_series,wigos_issuer_of_identifier,wigos_issue_number,wigos_local_identifier_character,block_number,station_number,station_or_site_name,station_type,year,month,day,hour,minute,latitude,longitude,height_of_station,height_of_barometer,time_zone_offset,days_in_month,mean_pressure,mean_pressure_sea_level,standard_pressure_level,geopotential_height,height_of_sensor,air_temperature,method_for_extreme_temperatures,daily_read_time_max_temp,max_temperature_last_24h,daily_read_time_min_temp,min_temperature_last_24h,vapour_pressure,daily_mean_temp_deviation,days_missing_pressure,days_missing_mean_temperature,days_missing_vapour_pressure,days_missing_max_temperature,days_missing_min_temperature,total_sunshine_hours,total_sunshine_percent,days_missing_total_sunshine,wind_over_10mps_days,wind_over_20mps_days,wind_over_30mps_days,max_temp_below_zero_days,max_temp_above_25_days,max_temp_above_30_days,max_temp_above_35_days,max_temp_above_40_days,min_temp_below_zero_days,snow_over_0cm_days,snow_over_1cm_days,snow_over_10cm_days,snow_over_50cm_days,horizontal_visibility_below_50m_days,horizontal_visibility_below_100m_days,horizontal_visibility_below_1000m_days,hail_days,storm_days,height_of_temp_sensor,highest_daily_mean_temperature_qualifier,highest_daily_mean_temperature_day,highest_daily_mean_temperature,lowest_daily_mean_temperature_qualifier,lowest_daily_mean_temperature_day,lowest_daily_mean_temperature,monthly_max_temperature_qualifier,monthly_max_temperature_day,monthly_max_temperature,monthly_min_temperature_qualifier,monthly_min_temperature_day,monthly_min_temperature,height_of_wind_sensor,instrumentation_for_wind_measurement,maximum_instantaneous_wind_speed_qualifier,maximum_instantaneous_wind_speed_day,maximum_instantaneous_wind_speed,height_of_rain_sensor,total_accumulated_precipitation,frequency_group_precipitation,days_with_precipitation_above_1mm,total_missing_days_with_respect_to_accumulation_or_average_precipitation,rain_above_1kgpsm_days,rain_above_5kgpsm_days,rain_above_10kgpsm_days,rain_above_50kgpsm_days,rain_above_100kgpsm_days,rain_above_150kgpsm_days,highest_daily_amount_of_precipitation_qualifier,highest_daily_amount_of_precipitation_day,highest_daily_amount_of_precipitation,starting_reference_period_year,ending_reference_period_year,normal_mean_pressure,normal_mean_pressure_sea_level,normal_standard_pressure_level,normal_geopotential_height_of_pressure_level,normal_air_temperature,normal_max_temperature_last_24h,normal_min_temperature_last_24h,normal_vapour_pressure,normal_daily_mean_temp_deviation,normal_total_sunshine,rain_starting_reference_period_year,rain_ending_reference_period_year,normal_total_accumulated_precipitation,normal_days_with_precipitation_above_1mm,normal_pressure_missing_years,normal_temperature_missing_years,normal_extreme_temperature_missing_years,normal_vapour_pressure_missing_years,normal_rain_missing_years,normal_sunshine_duration_missing_years,normal_max_temperature_missing_years,normal_min_temperature_missing_years
0,20000,0,85577,85,577,Quinta normal,2,2025,6,1,0,0,-33.445,-70.68278,520,0.97,0,30,95892.56,102203.44,,,1.8,281.65,2,0,289.57,12,281.65,908.16,1.87,0,0,0,0,0,135,,0,,,,0,1,0,0,0,2,,,,,0,1,1,0,0,1.8,0,4,285.2,0,29,278.44,0,10,298.65,0,30,272.65,7.8,3,1,16,2,1.4,71.2,4,5,0,5,4,3,0,0,0,0,15,1,1991,2020,,,,,,,,,,,,,,,,,,,,,,
